名称,地址,快充数量,慢充数量,支付方式,充电费,服务费,停车费,开放时间,链接,location,district,lng_wgs,lat_wgs
松江科技影都茸源文创园,上海市上海市松江区永丰街道玉树路1569号,0,18,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152040,"121.209091,30.992152",松江区,121.20465603011117,30.994274212193762
海文大楼,上海市上海市静安区北站街道天目中路383号,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152041,"121.467280,31.244890",静安区,121.46273533491345,31.24680863995521
虹梅南苑,上海市上海市闵行区虹梅南路1728弄1-102号虹梅南苑,0,3,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152042,"121.428925,31.112361",闵行区,121.4243029445659,31.11427202347697
七〇四研究所,上海市上海市徐汇区天平路街道衡山路10-6号,0,7,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152043,"121.447159,31.205220",徐汇区,121.44256310869777,31.20711143020846
江海汇,上海市上海市宝山区月浦镇安家路15-29号,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152044,"121.426044,31.409782",宝山区,121.42139214297706,31.411563564131196
祥和家园,上海市上海市普陀区长征镇真光路1433弄,0,1,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152045,"121.381742,31.246837",普陀区,121.37709941945985,31.248673663874424
虹梅景苑一街坊,上海市上海市闵行区吴泾镇永德路700弄8号楼前,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152046,"121.453397,31.043281",闵行区,121.44883031183672,31.045272462350635
万顺苑（放鹤路）,上海市上海市闵行区颛桥镇放鹤路2323号,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152047,"121.423510,31.045076",闵行区,121.41888683797762,31.047019286812098
虹梅新苑北块,上海市上海市闵行区吴泾镇永德路360弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152048,"121.456875,31.042315",闵行区,121.4523175805116,31.044314723327506
松港闵新创意园,上海市上海市松江区新桥镇金都西路1000号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152049,"121.344602,31.064454",松江区,121.34003644043452,31.06643716790906
上海市宝山区鹿鸣学校,上海市上海市宝山区顾村镇菊联路260号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152050,"121.355880,31.343898",宝山区,121.35126739149108,31.345728803275925
嘉龙大厦,上海市上海市嘉定区真新街道祁连山南路1988号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152051,"121.372470,31.249351",嘉定区,121.36783816033602,31.251195905336708
松江钢材城南区,上海市上海市松江区泗泾镇泗砖路600号3号楼北侧,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152052,"121.283451,31.100101",松江区,121.27900863001548,31.102169464168504
金水和璟园E区,上海市上海市奉贤区金海街道博丰路156号E区风机房对面一排车,0,16,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152053,"121.496315,30.964130",奉贤区,121.49189300295033,30.96628353627036
徐汇创意阁,上海市上海市徐汇区漕河泾街道冠生园路231号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152054,"121.426950,31.163014",徐汇区,121.42232084452384,31.164895724625545
明卫佳苑北区,上海市上海市金山区金山卫镇龙皓路1573号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152055,"121.327598,30.751319",金山区,121.32309690837714,30.753514193538535
陆家嘴人才公寓西区,上海市上海市浦东新区花木街道东建路225号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152056,"121.533241,31.202122",浦东新区,121.52892703802593,31.204249235953554
陆家嘴人才公寓东区,上海市上海市浦东新区花木街道东绣路1134号,0,18,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152057,"121.535634,31.199273",浦东新区,121.53132767702336,31.201407677588872
林家桥中心村,上海市上海市闵行区华漕镇北青公路2055弄58支弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152058,"121.269299,31.202921",闵行区,121.26486513707206,31.204949327211494
环龙新苑,上海市上海市徐汇区斜土路街道瑞金南路628弄,0,16,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152059,"121.469470,31.195788",徐汇区,121.46493637176086,31.197735458199165
伟莱家园西区,上海市上海市浦东新区沪东新村街道浦东大道3044号,0,16,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152061,"121.525937,31.240361",浦东新区,121.52159624730974,31.242450902427937
春满园B区,上海市上海市虹口区广中路街道新同心路216号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152062,"121.467747,31.276624",虹口区,121.46320103999425,31.27853009617229
敬贤雅苑南区,上海市上海市奉贤区金汇镇农民街265号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152063,"121.517289,30.952226",奉贤区,121.51294292946027,30.95444896207304
汇港苑,上海市上海市奉贤区金汇镇团汇公路479弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152064,"121.512535,30.959867",奉贤区,121.50817159151339,30.96207157189494
逸贤雅苑东区,上海市上海市奉贤区金汇镇文明街16号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152065,"121.510299,30.954373",奉贤区,121.50592810472764,30.956574227333018
汇贤雅苑北区,上海市上海市奉贤区金汇镇农民街118弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152066,"121.518798,30.953115",奉贤区,121.51445708747721,30.955341770150607
汇贤雅苑南区,上海市上海市奉贤区金汇镇农民街118弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152067,"121.518798,30.953115",奉贤区,121.51445708747721,30.955341770150607
中英国际低碳学院,上海市上海市浦东新区南汇新城镇银莲路3号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152068,"121.891156,30.884004",浦东新区,121.88707020888157,30.886392845708663
宣镇东路788弄地下车库西区,上海市上海市浦东新区宣桥镇宣中路494号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152069,"121.702246,31.021935",浦东新区,121.69791895472902,31.02410267198434
佘山假日半岛,上海市上海市松江区洞泾镇沈砖公路5100号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152070,"121.236518,31.086645",松江区,121.23210213572777,31.088738725158144
惠益新苑（北苑）,上海市上海市浦东新区惠南镇听悦路938号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152071,"121.739417,31.059565",浦东新区,121.73505383618719,31.06167226544665
宣中支路宣镇东路交叉口西南北侧（北停车场）,上海市上海市浦东新区宣桥镇宣镇东路95号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152072,"121.700976,31.022649",浦东新区,121.69665084008832,31.024818261860002
宣中支路宣镇东路交叉口西南北侧（西停车场）,上海市上海市浦东新区宣桥镇宣中支路66号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152073,"121.701697,31.021992",浦东新区,121.69737078565419,31.02416050230651
云树欣居,上海市上海市浦东新区泥城镇彩云路709号36号楼北侧,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152074,"121.803997,30.898458",浦东新区,121.79972467514571,30.900707277459983
云树雅居,上海市上海市浦东新区泥城镇彩云路712号7号楼对面,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152075,"121.803987,30.899011",浦东新区,121.79971460634673,30.90125993578351
云松华庭,上海市上海市浦东新区泥城镇池月路307号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152076,"121.808349,30.900856",浦东新区,121.8040866578579,30.90311126558908
云松翠庭,上海市上海市浦东新区泥城镇彩云路367号25幢楼东侧,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152077,"121.811212,30.898541",浦东新区,121.80695673518744,30.90080265167619
宣中路宣中支路交叉口北侧（西区）,上海市上海市浦东新区宣桥镇宣中路482号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152078,"121.703744,31.022982",浦东新区,121.69941462759151,31.025146736417724
虹梅1008园区,上海市上海市闵行区梅陇镇虹梅南路1008号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152079,"121.424338,31.123732",闵行区,121.41970898605301,31.125631836703125
华亭荣园,上海市上海市松江区永丰街道仓汇路830号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152080,"121.202275,31.018725",松江区,121.19782716525822,31.020821641942774
莘松菜市场,上海市上海市闵行区莘庄镇莘谭路433号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152081,"121.369299,31.106816",闵行区,121.36468405063418,31.108736505971866
锦汇华庭,上海市上海市金山区朱泾镇健康南路595号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152083,"121.158120,30.889724",金山区,121.15359741456939,30.89181749826874
宣桥小区欣春苑南停车场（南区）,上海市上海市浦东新区宣桥镇宣中路715号,0,6,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152084,"121.704163,31.021400",浦东新区,121.69983314442653,31.023565022139003
富强新苑二期,上海市上海市浦东新区惠南镇南团公路333-337号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152085,"121.763567,31.033126",浦东新区,121.75921540918169,31.035249563650527
上海温商国际大厦南区,上海市上海市松江区中山街道梅家浜路688号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152086,"121.244871,31.051902",松江区,121.24046037177663,31.054018326906668
幸福里（同福苑）,上海市上海市浦东新区唐镇川沙路2373号12号楼,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152087,"121.686666,31.238049",浦东新区,121.68234719384411,31.240128164412283
金宇别墅,上海市上海市浦东新区川沙新镇华夏三路275号一号楼,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152088,"121.678836,31.192846",浦东新区,121.67453571784263,31.19496126900462
水清三村公寓,上海市上海市闵行区莘庄镇庙泾路52号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152089,"121.378794,31.116720",闵行区,121.374165818888,31.118624495178477
陆家嘴人才公寓西块,上海市上海市浦东新区花木街道东建路359号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152090,"121.534542,31.200645",浦东新区,121.53023220663256,31.202776264888467
陆家嘴人才公寓东块,上海市上海市浦东新区花木街道东建路359号,0,16,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152091,"121.534542,31.200645",浦东新区,121.53023220663256,31.202776264888467
汇港苑商铺,上海市上海市奉贤区金汇镇贤浦路2554号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152092,"121.512071,30.959005",奉贤区,121.50770601874626,30.961208716833152
晶杰苑小区,上海市上海市闵行区梅陇镇古美西路399弄,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152093,"121.394960,31.132604",闵行区,121.3903183632691,31.134489460837074
祥凝浜路38弄,上海市上海市青浦区朱家角镇祥凝浜路42号,0,10,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152094,"121.066622,31.108627",青浦区,121.06204704936249,31.11055119906148
上海祥金工业园区,上海市上海市松江区佘山镇陶干路1158号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152095,"121.186763,31.129429",松江区,121.18227763022526,31.131436889892385
金巢铂瑞阁南区,上海市上海市徐汇区斜土路街道合宝路18号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152096,"121.464986,31.200431",徐汇区,121.46043818834313,31.202364649547345
正荣御首府,上海市上海市金山区金山卫镇学府路1318号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152098,"121.318077,30.740468",金山区,121.3135982887677,30.742686921527174
民乐城康苑,上海市上海市浦东新区惠南镇拱为路2300号,0,12,其他,不详,不详,不详,开放时间：周一至周日00:00-24:00,https://admin.bjev520.com/jsp/beiqi/pcmap/do/pcmap_Detail.jsp?charingId=152099,"121.745098,31.058648",浦东新区,121.74073477773847,31.06075404537979
